LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,MEALS,Website,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
QATK,NYCEEC,Q,Ping Sheng Ye Group Family Day Care,,917-853-4865,8332 Cornish Ave,11373,1,12,1017379,209073,starpreschool80@yahoo.com,2,,7,1,24QATK,40.740349,-73.880901,7,25,485,4038662,4015440019,Elmhurst-Maspeth                                                           
K052,DOE,K,P.S. 052 Sheepshead Bay,,718-648-0882,2675 East 29 St,11235,1,72,1000858,153397,ralvare4@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/22/k052,3,3,22K052,40.58792,-73.940532,7,48,600,3205435,3074740001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
QASE,NYCEEC,Q,"Talented Little Children III / TLC Spirit, LLC",,718-658-4384,104 - 40 134th St,11419,3,24,1036286,190784,tlcspirit2000@gmail.com,3,http://tlcpreschoolnyc.com,7,2,28QASE,40.691069,-73.81259,7,28,15801,,,South Ozone Park                                                           
K001,DOE,K,P.S. 001 The Bergen,,718-567-7661,309 47 St,11220,1,125,980985,175780,aramos4@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/15/k001,3,3,15K001,40.649042,-74.012289,7,38,80,3011821,3007550022,Sunset Park West                                                           
QBIE,NYCEEC,Q,Cpc Corona Queens UPK,,718-358-7602,47 - 05 104th St,11368,1,18,1023229,210958,llee@cpc-nyc.org,3,http://cpc-nyc.org,2,2,24QBIE,40.745622,-73.859519,7,21,413,,,Corona                                                                     
RACC,NYCEEC,R,St. Peter - St. Paul School,,718-447-1796,129 Clinton Ave,10301,1,60,957124,172947,Margaret.Annunziata@archny.org,2,http://stpeterstpaulschoolsi.org,3,1,31RACC,40.641266,-74.098002,7,49,81,5001813,5000730020,West New Brighton-New Brighton-St. George                                  
KCJK,NYCEEC,K,Lpbc Day Care,,718-621-5458,7524 14th Ave,11228,1,19,982608,164657,llv9005@msn.com,5,http://lpbcdaycareupk.webs.com,7,1,20KCJK,40.618784,-74.005436,7,43,198,3160022,3062220045,Dyker Heights                                                              
Q017,DOE,Q,P.S. 017 Henry David Thoreau,,718-278-1220,28 - 37 29 St,11102,1,36,1005622,219185,rheyward@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/30/q017,3,3,30Q017,40.769018,-73.922395,7,22,71,4537623,4005940029,Old Astoria                                                                
KAXW,NYCEEC,K,"Highlights Academy, Inc.",,718-953-5555,1688 President St,11213,1,40,1003224,182225,highlightsacademy@yahoo.com,3,http://highlightsacademyinc.com,8,1,17KAXW,40.667031,-73.931702,7,35,351,3037942,3014080037,Crown Heights North                                                        
X449,DOE,X,Grant Avenue Elementary School,,718-681-6288,250 East 164 St,10456,1,18,1007083,241086,kerat@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/09/x449,3,3,09X449,40.828696,-73.917668,7,16,18302,2002497,2024460043,East Concourse-Concourse Village                                           
MAWJ,NYCEEC,M,Harlem Gems North,,646-539-5898,381 Lenox Ave,10027,1,100,999785,234608,tweaver@hcz.org,3,http://hcz.org,6,2,05MAWJ,40.810574,-73.943975,7,9,224,1089104,1019147502,Central Harlem North-Polo Grounds                                          
K627,DOE,K,Brighter Choice Community School,,718-574-2378,280 Hart St,11206,1,18,1000626,192069,fmcintosh2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/16/k627,3,3,16K627,40.694086,-73.940744,7,36,281,3049420,3017730014,Stuyvesant Heights                                                         
M001,DOE,M,P.S. 001 Alfred E Smith,,212-267-4133,8 Henry St,10038,1,72,984943,198898,ahom@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/02/m001,3,3,02M001,40.71276,-73.997489,7,1,27,1003375,1002790040,Chinatown                                                                  
KBOA,NYCEEC,K,Our Children's Center,,718-260-5192,300 Jay St Room G309,11201,1,25,987728,192587,jwallace@citytech.cuny.edu,3,,3,1,13KBOA,40.695547,-73.98714,7,33,13,3335892,3001280001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
Q068,DOE,Q,P.S. 068 Cambridge,,718-821-7246,59 - 09 Saint Felix Ave,11385,1,60,1012731,193171,asnadec@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/24/q068,2,3,24Q068,40.696523,-73.897441,7,30,565,4086110,4035690029,Glendale                                                                   
KCPY,NYCEEC,K,Tiny Bumblebees,,718-975-3232,2848 Brighton 7 St,11235,1,11,994744,151313,farida.jafri@gmail.com,5,,9,3,21KCPY,40.582365,-73.962105,7,48,366,3392249,3000000000,Brighton Beach                                                             
K212,DOE,K,P.S. 212 Lady Deborah Moody,,718-266-4841,87 Bay 49 St,11214,1,54,988250,153341,jmarsel@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/21/k212,3,3,21K212,40.587616,-73.985948,7,47,314,3187407,3069170001,Gravesend                                                                  
QARK,NYCEEC,Q,Sholom Day Care 2,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-850-2934,8437 118th St,11418,1,14,1030561,195499,shalomdaycare@aol.com,3,,7,1,27QARK,40.70351,-73.833424,7,29,134,4192902,4092340040,Kew Gardens                                                                
QAWX,NYCEEC,Q,Apple Tree Nursery School,,718-374-0002,8225 164th St,11432,1,18,1038730,201187,cheller@queenscp.org,7,,3,1,29QAWX,40.718546,-73.803761,7,24,1267,4152348,4070380020,Pomonok-Flushing Heights-Hillcrest                                         
RAFF,NYCEEC,R,Big Birds Playhouse Corp.,,718-982-0550,1859 Richmond Ave,10314,1,72,939029,158816,dinamarie812@aol.com,7,http://bigbirdsplayhouse.com,7,1,31RAFF,40.602669,-74.163087,7,50,27301,5034924,5020300047,New Springville-Bloomfield-Travis                                          
X236,DOE,X,P.S. 236 Langston Hughes,,718-299-6128,1871 Walton Ave,10453,1,28,1009214,248586,bellis@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/09/x236,7,3,09X236,40.848899,-73.909528,7,14,23301,2098479,2028510021,Mount Hope                                                                 
KBJJ,NYCEEC,K,LSSMNY : Early Life Children's Center 8,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,347-689-8303,265 Marcus Garvey Blvd,11221,1,50,1001191,190131,SALLEYNE@LSSNY.ORG,3,http://early-life.org,1,1,16KBJJ,40.68862,-73.939152,7,36,279,3044209,3016240001,Stuyvesant Heights                                                         
KBQF,NYCEEC,K,Cinderella Day Care,,718-743-1841,130 Brighton 11th St,11235,1,18,995871,150512,cinderelladcc@optonline.com,3,http://cinderelladaycare.com,7,1,21KBQF,40.579529,-73.958028,7,48,61004,3245391,3087070427,Brighton Beach                                                             
M128,DOE,M,P.S. 128 Audubon,,212-927-0607,560 West 169 St,10032,1,108,1001154,245745,rarredo@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/06/m128,3,3,06M128,40.841321,-73.938506,7,10,251,1062994,1021250001,Washington Heights South                                                   
Q164,DOE,Q,P.S. 164 Queens Valley,,718-544-1083,138 - 01 77 Ave,11367,1,90,1033174,202135,latchison@schools.nyc.gov,2,http://psms164.com,3,3,25Q164,40.720908,-73.823358,7,24,77903,,,Kew Gardens Hills                                                          
Q043,DOE,Q,P.S. 043,,718-327-5860,160 Bch 29 St,11691,1,90,1050510,155650,gfairwe@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/27/q043,7,3,27Q043,40.593834,-73.76174,7,31,99802,4467711,4158200001,Far Rockaway-Bayswater                                                     
QANJ,NYCEEC,Q,North Side School - Parsons ( Half - Day ),,718-229-5050,84 - 60 Parsons Blvd,11432,3,18,1037792,198993,Richard@nss123.org,5,,9,3,28QANJ,40.71402,-73.807209,7,24,230,,,Briarwood-Jamaica Hills                                                    
M180,DOE,M,P.S. 180 Hugo Newman,,212-678-2849,370 West 120 St,10027,1,108,996478,233557,lflemin2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/03/m180,3,3,03M180,40.807843,-73.955569,7,9,257,1059111,1019460001,Central Harlem South                                                       
KCNK,NYCEEC,K,Learn And Explore,,718-513-3600,330 Neptune Ave,11235,1,54,993934,150819,info@learnandexplore1.com,5,http://learnandexplore1.com,9,3,21KCNK,40.58084,-73.965177,7,48,364,3244337,3086630247,Brighton Beach                                                             
KCEH,NYCEEC,K,Imagine Brooklyn Heights,,718-624-7520,50 Monroe Pl,11201,1,20,986272,192646,Sally@imagineelc.com,5,http://imagineelc.com,2,1,13KCEH,40.695717,-73.992831,7,33,502,3001917,3002380007,Brooklyn Heights-Cobble Hill                                               
QARN,NYCEEC,Q,All My Children Day Care 8,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-786-1166,97 - 30 Queens Blvd,11374,1,37,1023236,204754,eyusupova@amcearlylearn.com,3,,3,2,28QARN,40.729749,-73.861277,7,29,71701,4050444,4020900001,Rego Park                                                                  
KCFV,NYCEEC,K,Magic Kingdom LLC,,347-793-0180,5215 Church Ave,11203,2,27,1004246,176982,boydilene@gmail.com,5,,9,3,18KCFV,40.652221,-73.928236,7,41,868,3102219,3046780041,Rugby-Remsen Village                                                       
QASG,NYCEEC,Q,Positive Beginnings II,,718-261-0211,71 - 25 Main St,11367,1,40,1033674,204304,Iecheverry@positivebeginnings.org,3,,3,1,25QASG,40.727911,-73.822394,7,24,77902,4143318,4066190031,Kew Gardens Hills                                                          
KCIO,NYCEEC,K,Honeydew Drop Playhouse,,718-941-2177,1113 Church Ave,11218,1,14,992888,175116,Honeydewplayhouse@gmail.com,2,http://honeydewdrop.com,1,1,17KCIO,40.647079,-73.969106,7,40,506,3116378,3050720035,Flatbush                                                                   
X048,DOE,X,P.S. 048 Joseph R Drake,,718-589-4312,1290 Spofford Ave,10474,1,108,1015563,235913,rcardon2@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/08/x048,3,3,08X048,40.814425,-73.886953,7,17,93,2006680,2027660001,Hunts Point                                                                
KBXQ,NYCEEC,K,"Gan, Inc. - Gan Jewish Day Care",,718-338-7575,2901 Campus Rd,11210,1,36,998563,169552,yafitelbaz@yahoo.com,3,http://ganjewish.com,3,1,22KBXQ,40.631986,-73.948682,7,45,774,3205890,3075570118,Flatbush                                                                   
K109,DOE,K,P.S. 109,,718-693-3426,1001 East 45 St,11203,1,54,1002852,171265,dchase2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/22/k109,3,3,22K109,40.636455,-73.933582,7,45,836,3114526,3050220002,East Flatbush-Farragut                                                     
Q153,DOE,Q,P.S. 153 Maspeth Elem,,718-821-7850,60 - 02 60 Ln,11378,1,18,1010888,200281,sbauer@schools.nyc.gov,5,http://schools.nyc.gov/schoolportals/24/q153,9,3,24Q153,40.716645,-73.90368,7,30,599,,,Maspeth                                                                    
KBWV,NYCEEC,K,St. Johns Place Family Center Day Care Program,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-771-7720,1620 Saint Johns Pl,11233,1,19,1005321,183387,carolyn@stjohnsplace.org,3,http://stjohnsplace.org,7,1,17KBWV,40.670202,-73.924133,7,41,359,3037204,3013870024,Crown Heights North                                                        
X536,DOE,X,P.S. 536,,718-931-4270,1827 Archer St,10460,1,18,1021269,244708,smedina10@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/12/x536,3,3,12X536,40.837631,-73.866036,7,18,21601,2028640,2039210030,West Farms-Bronx River                                                     
MAQG,NYCEEC,M,Gramercy School,,212-420-0510,460 West 34th St 2nd Floor,10001,1,6,984548,214046,donna.savino@yai.org,3,,2,2,02MAQG,40.754329,-73.998578,7,3,103,1012843,1007310001,Hudson Yards-Chelsea-Flatiron-Union Square                                 
RABJ,NYCEEC,R,Sacred Heart School,,718-442-0347,301 North Burgher Ave,10310,1,54,952594,170134,info@sacredheartschoolsi.org,7,http://sacredheartschoolsi.org,3,1,31RABJ,40.633571,-74.114272,7,49,105,5106588,5001630009,New Brighton-Silver Lake                                                   
Z020,DOE,Q,Pre - K Center At 100 - 01 Springfield Boulevard,,212-637-8000,100 - 01 Springfield Blvd,11429,1,162,1057653,199787,pre-k@schools.nyc.gov,5,,9,3,29Z020,40.714844,-73.735624,7,27,568,,,Queens Village                                                             
Q200,DOE,Q,P.S. / M.S. 200 - The Pomonok School & Star Academy,,718-969-7780,70 - 10 164 St,11365,1,54,1038160,205716,ecortes@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/25/q200,3,3,25Q200,40.731454,-73.805087,7,24,122701,,,Pomonok-Flushing Heights-Hillcrest                                         
XAHO,NYCEEC,X,1332 Fulton Ave DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-378-1330,1332 Fulton Ave,10456,1,36,1011201,242786,map1332fultondcc@outlook.com,5,,9,3,09XAHO,40.833147,-73.902814,7,16,149,2009685,2029310015,Morrisania-Melrose                                                         
MATK,NYCEEC,M,Bank Street Head Start,,212-353-2532,535 East 5th St,10009,1,40,989069,203159,eatkinson@bankstreet.edu,3,http://bankstreet.edu/innovation-policy-and-research/head-start/,6,1,01MATK,40.724484,-73.983487,7,2,32,1087322,1004010046,East Village                                                               
X212,DOE,X,P.S. 212,,718-842-2331,1180 Tinton Ave,10456,1,36,1011879,241173,gfordanderson@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/12/x212,3,3,12X212,40.828419,-73.900721,7,17,135,2004869,2026720001,Morrisania-Melrose                                                         
QATZ,NYCEEC,Q,"Judi's Nursery, Inc.",,718-520-1324,15005 70th Rd,11367,1,60,1034672,205384,judisnursery@gmail.com,3,,3,1,25QATZ,40.72993,-73.818146,7,24,77906,4143983,4066560094,Kew Gardens Hills                                                          
QAYV,NYCEEC,Q,Rainbowland Nursery School,,718-803-1728,3311 77th St,11372,1,16,1014792,214233,info@rainbowlandschool.org,2,,7,1,30QAYV,40.754675,-73.889931,7,25,287,4028769,4012500063,Jackson Heights                                                            
K186,DOE,K,P.S. 186 Dr. Irving A Gladstone,,718-236-7071,7601 19 Ave,11214,1,18,985747,161927,bcadotte@schools.nyc.gov,5,http://ps186.com,9,3,20K186,40.611483,-73.994677,7,47,274,3160923,3062390001,Bensonhurst West                                                           
R031,DOE,R,P.S. 031 William T Davis,,718-273-3500,55 Layton Ave,10301,1,36,960545,173121,cpatras@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/31/r031,7,3,31R031,40.641595,-74.085135,7,49,9,5001150,5000490182,West New Brighton-New Brighton-St. George                                  
KBRH,NYCEEC,K,Nayema Universal Child Center,,718-462-3688,1107 Newkirk Ave,11230,1,18,993554,170338,lenxcare@aol.com,4,,6,2,22KBRH,40.634005,-73.966544,7,40,526,3120093,3051970040,Flatbush                                                                   
KCJS,NYCEEC,K,Yeshiva Torah Vodaath,,718-941-8000,452 East 9 St,11218,1,40,992643,171495,preschoolytv@gmail.com,7,,3,1,22KCJS,40.637648,-73.969586,7,40,492,3126876,3053920032,Kensington-Ocean Parkway                                                   
KBJF,NYCEEC,K,Cooper Park CCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-389-5959,292 Frost St,11222,1,14,1000976,201113,cooperpark@e-s-s.org,3,http://essnyc.org/ece,7,1,14KBJF,40.718895,-73.939633,7,34,449,3327829,3028670001,East Williamsburg                                                          
QADZ,NYCEEC,Q,Our Saviour Lutheran School,,718-897-4343,6433 Woodhaven Blvd,11374,1,90,1021535,201917,school@our-saviour.org,3,http://osnyec.org,3,1,28QADZ,40.720647,-73.865795,7,29,69702,4541678,4031360004,Rego Park                                                                  
KCIL,NYCEEC,K,Urban Strategies Child Care,,718-235-6151,1405 Bushwick Ave,11207,1,18,1009275,188871,USHeadStart1@aol.com,3,http://urbanstrategies.org,6,2,32KCIL,40.684665,-73.909632,7,37,403,3326473,3034390003,Bushwick South                                                             
Q213,DOE,Q,P.S. 213 The Carl Ullman School,,718-423-8747,231 - 02 67 Ave,11364,1,72,1054700,211687,brevello@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/26/q213,3,3,26Q213,40.747744,-73.745761,7,23,1377,,,Oakland Gardens                                                            
KCLF,NYCEEC,K,"Ira's Daycare And Preschool Inc., III",,718-739-6500,900 Lenox Rd,11203,1,54,1004738,178086,rogersdorinda@gmail.com,5,,9,3,18KCLF,40.655612,-73.926153,7,41,866,3392635,3046607501,Rugby-Remsen Village                                                       
MASV,NYCEEC,M,Scan Laguardia House Nursery,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-722-7441,414 - 416 East 105th St,10029,1,19,1000822,226583,gdirectress@aol.com,3,,7,2,04MASV,40.788689,-73.939959,7,8,162,1083946,1016960001,East Harlem South                                                          
KBMQ,NYCEEC,K,"Hanson Place CDC, Inc.",,718-237-4303,55 Hanson Pl,11217,1,20,990971,189050,carol.brathwaite@yahoo.com,5,http://hansonplaceinc.com,2,1,15KBMQ,40.685378,-73.975554,7,35,35,3059236,3021130001,Fort Greene                                                                
Q015,DOE,Q,P.S. 015 Jackie Robinson,,718-525-1670,121 - 15 Lucas St,11413,1,36,1051614,189303,aktori@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/29/q015,3,1,29Q015,40.686028,-73.757412,7,27,376,4273142,4126720001,St. Albans                                                                 
Z034,DOE,M,Pre - K Center At P.S. 343 The Peck Slip School,,212-637-8000,1 Peck Slip,10038,1,180,983653,197502,pre-k@schools.nyc.gov,5,,9,3,02Z034,40.708766,-74.002406,7,1,1501,1001363,1001060009,Battery Park City-Lower Manhattan                                          
KBPN,NYCEEC,K,Beth Jacob DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-435-5755,1363 46th St,11219,1,106,987427,170925,up-ka@hotmail.com,7,,7,2,20KBPN,40.635922,-73.989058,7,44,232,3136748,3056170050,Borough Park                                                               
M011,DOE,M,P.S. 011 William T Harris,,212-929-1743,320 West 21 St,10011,1,18,984061,210431,smcgill3@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/02/m011,3,1,02M011,40.744349,-74.000253,7,3,89,1013260,1007440024,Hudson Yards-Chelsea-Flatiron-Union Square                                 
X032,DOE,X,P.S. 032 Belmont,,718-584-3645,690 East 183 St,10458,1,40,1015772,249682,ARosami@schools.nyc.gov,5,,9,3,10X032,40.852103,-73.885935,7,15,391,2012409,2030850001,Belmont                                                                    
KBFD,NYCEEC,K,St. Marks,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-287-7300,2017 Beverley Rd,11226,1,114,995491,174312,adenis@stmarksheadstart.org,3,http://stmarksheadstart.org,3,2,22KBFD,40.644891,-73.959742,7,40,51001,3117629,3051240057,Flatbush                                                                   
QBBQ,NYCEEC,Q,Most Holy Redeemer Catholic Academy,,718-961-0246,136 - 58 41st Ave,11355,1,71,1032104,215791,embaginski@yahoo.com,2,http://mhrca-nyc.org,3,1,25QBBQ,40.758676,-73.829088,7,20,853,,,Flushing                                                                   
QAPP,NYCEEC,Q,Be Above Site 16,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-978-0400,189 - 26 Linden Blvd,11412,1,56,1050411,191374,jameddir@verizon.net,3,,3,2,29QAPP,40.691714,-73.762173,7,27,394,4271345,4125990001,St. Albans                                                                 
MASU,NYCEEC,M,Hamilton Madison House Earlylearn Center 5,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-962-3408,253 South St,10002,1,13,986866,198046,helenfung@hmhonline.org,3,http://hmhonline.org,7,2,01MASU,40.710001,-73.990553,7,1,6,1085945,1002480015,Lower East Side                                                            
XADV,NYCEEC,X,St. John School,,718-548-0255,3143 Kingsbridge Ave,10463,5,72,1010258,260215,b242@adnyeduction.org,2,http://stjohnschoolbronx.org,3,1,10XADV,40.880542,-73.905873,7,11,289,2083180,2057080088,Spuyten Duyvil-Kingsbridge                                                 
Q080,DOE,Q,P.S. 080 The Thurgood Marshall Magnet School,,718-528-7070,171 - 05 137th Ave,11434,1,72,1048210,184631,kcox4@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/28/q080,3,3,28Q080,40.672801,-73.769274,7,31,33402,,,Springfield Gardens North                                                  
Q186,DOE,Q,P.S. 186 Castlewood,,718-831-4021,252 - 12 72 Ave,11426,1,30,1061373,212506,mhaidar@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/26/q186,3,3,26Q186,40.749983,-73.721744,7,23,155102,4453457,4084010350,Glen Oaks-Floral Park-New Hyde Park                                        
KCBR,NYCEEC,K,Yde,,718-232-0100,49 Ave T,11223,3,64,989006,157299,adouek@ydeschool.org,8,http://ydeschool.org,3,1,21KCBR,40.598167,-73.983428,7,47,406,3189815,3070770044,Bensonhurst East                                                           
Q076,DOE,Q,P.S. 076 William Hallet,,718-361-7464,36 - 36 10 St,11106,1,108,1000500,216525,mschafe@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/30/q076,3,3,30Q076,40.76117,-73.940923,7,26,85,,,Queensbridge-Ravenswood-Long Island City                                   
XAWL,NYCEEC,X,"Bright Star Stratford, Inc.",,718-842-9361,1217 Stratford Ave,10472,1,34,1018593,241617,lrukh1@hotmail.com,5,http://brightstardaycarestratford.com,9,3,12XAWL,40.829967,-73.875688,7,18,54,2095480,2037760071,West Farms-Bronx River                                                     
XAPW,NYCEEC,X,United Educare Preschool,,718-882-4706,3950 Bronxwood Ave,10466,1,54,1024391,261850,ueccc@aol.com,3,,6,1,11XAPW,40.885455,-73.854992,7,12,404,2064389,2048600045,Williamsbridge-Olinville                                                   
KCNA,NYCEEC,K,"The Friends Of Crown Heights Educational Centers, Inc.",,718-638-8686,2809 Newkirk Ave,11226,1,36,998141,172469,davis@foch.biz,5,http://fochdaycare.org,9,3,22KCNA,40.639892,-73.950124,7,45,828,3333905,3052150024,Erasmus                                                                    
QAWM,NYCEEC,Q,Rego Park Day School,,718-897-0693,6344 Wetherole St,11374,1,54,1021810,204581,Mjoseph481@aol.com,7,,7,2,28QAWM,40.728276,-73.864398,7,29,693,4072455,4030940034,Rego Park                                                                  
M361,DOE,M,The Children's Workshop School,,212-614-9531,610 East 12 St,10009,1,36,990267,204367,mvelez4@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/01/m361,3,3,01M361,40.727892,-73.978525,7,2,28,1079053,1003940012,Lower East Side                                                            
MBBI,NYCEEC,M,Manhattan ECC,,212-740-5157,554 Ft Washington Ave,10033,1,32,1001668,250354,marjory.antoine@birchfamilyservices.org,3,http://birchfamilyservices.org,3,2,06MBBI,40.853907,-73.937258,7,10,273,1064395,1021800035,Washington Heights North                                                   
XAOD,NYCEEC,X,Bronxworks,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-508-3054,1130 Grand Concourse,10456,1,37,1006701,242570,oadegoke@bronxworks.org,3,http://bronxworks.org,4,1,09XAOD,40.832331,-73.91959,7,16,18102,2002833,2024620042,East Concourse-Concourse Village                                           
MBGO,NYCEEC,M,Salvation Army New York Templecorp,,212-337-7468,132 West 14th St,10011,1,33,984638,208090,Maya.Ramirez@use.salvationarmy.org,3,http://ny.salvationarmy.org/greaternewyork/upk,2,2,02MBGO,40.737806,-73.997922,7,3,71,1010638,1006090020,West Village                                                               
QAUQ,NYCEEC,Q,YAI / NYL Clearview School Annex,,718-352-0104,12307 22 Ave,11356,1,18,1027207,223592,hilary.tischenkel@yai.org,5,,9,3,25QAUQ,40.78016,-73.844931,7,19,925,4099233,4041670001,College Point                                                              
KBAW,NYCEEC,K,Bet Yaakov Ohr Sarah,,718-627-8758,1123 Ave N,11230,2,55,994613,163502,tsena@orotsarah.com,5,,9,3,21KBAW,40.615246,-73.963056,7,48,768,3180770,3067400049,Midwood                                                                    
X062,DOE,X,P.S. 062 Inocensio Casanova,,718-585-1617,660 Fox St,10455,1,54,1011862,235824,lmanfre2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/08/x062,3,3,08X062,40.814031,-73.900609,7,8,83,2005089,2026830065,Longwood                                                                   
QBGM,NYCEEC,Q,Yeshiva Darchei Torah,,718-868-2300,257 Bch 17 St,11691,4,60,1053266,156934,Pmayer@darchei.org,7,,3,1,27QBGM,40.596751,-73.751147,7,31,101001,4454258,4156340094,Far Rockaway-Bayswater                                                     
XAOU,NYCEEC,X,Marble Hill Nursery School,,718-562-7055,5470 Broadway,10463,1,40,1009996,258430,marblehill5470@aol.com,8,http://marblehillnurseryschool.org,7,1,10XAOU,40.876363,-73.907343,7,10,309,1082781,1022150116,Marble Hill-Inwood                                                         
QBMJ,NYCEEC,Q,Allen Christian School,,718-657-2500,114 - 32 Merrick Blvd,11434,1,36,1045591,191007,lmorant@allenchristianschool.org,5,,9,3,28QBMJ,40.691372,-73.778975,7,27,432,4268543,4123930001,St. Albans                                                                 
K284,DOE,K,P.S. 284 Lew Wallace,,718-495-7791,213 Osborn St,11212,1,18,1009894,182254,jsanders2@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/23/k284,3,3,23K284,40.667377,-73.908214,7,41,912,3081460,3035440135,Brownsville                                                                
XAKE,NYCEEC,X,Bronx River Early Learn Center,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-842-6582,1555 East 174th St,10472,1,35,1017906,243401,angelamazzone@yahoo.com,3,,7,2,12XAKE,40.834294,-73.87885,7,18,62,2092903,2038860002,West Farms-Bronx River                                                     
X030,DOE,X,P.S. 030 Wilton,,718-292-8817,510 East 141 St,10454,1,54,1007030,234117,dmichau@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/07/x030,3,3,07X030,40.80937,-73.917584,7,8,39,2000077,2022670015,Mott Haven-Port Morris                                                     
QAJB,NYCEEC,Q,"Books And Rattles, Inc. Site 2",,718-381-7777,6308 69th Pl,11379,1,15,1015680,200155,peekaboolc1@aol.com,3,http://booksandrattlesinc.com,3,1,24QAJB,40.716313,-73.886607,7,30,659,4070409,4030250020,Middle Village                                                             
K132,DOE,K,P.S. 132 The Conselyea School,,718-599-7301,320 Manhattan Ave,11211,1,72,999251,199688,blubeck@schools.nyc.gov,2,http://ps132andyou.net,3,3,14K132,40.71466,-73.946108,7,34,497,3068728,3027590001,East Williamsburg                                                          
MAPD,NYCEEC,M,ESS Morningside,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,212-281-4142,2967 Frederick Douglas Blvd,10039,1,16,1001586,242065,checkod@e-s-s.org,3,,7,2,05MAPD,40.830283,-73.936467,7,9,24302,1084520,1021060003,Central Harlem North-Polo Grounds                                          
K149,DOE,K,P.S. 149 Danny Kaye,,718-385-8666,700 Sutter Ave,11207,1,90,1013999,183181,yschoff@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/19/k149,3,1,19K149,40.669719,-73.892822,7,42,1158,3084348,3037740016,East New York (Pennsylvania Ave)                                           
KCEC,NYCEEC,K,Kreative Kare DCC,,718-443-1333,455 Wilson Ave ( Ground Floor ),11221,1,40,1008575,191854,kreativekare@aol.com,7,,8,1,32KCEC,40.693121,-73.912379,7,37,435,3077626,3033840006,Bushwick North                                                             
Q163,DOE,Q,P.S. 163 Flushing Heights,,718-353-2514,159 - 01 59 Ave,11365,1,18,1037238,209213,nbullen@ps163.org,5,http://schools.nyc.gov/schoolportals/25/q163,9,3,25Q163,40.740549,-73.809131,7,20,1215,,,Queensboro Hill                                                            
M048,DOE,M,P.S. 048 P.O. Michael J Buczek,,917-521-3800,4360 - 78 Broadway,10033,1,36,1002580,250136,twalsh@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/06/m048,3,3,06M048,40.853466,-73.934048,7,10,271,1076752,1021670029,Washington Heights North                                                   
